nome,genero,presenca_plenario,ausencia_justificada_plenario,ausencia_plenario,presenca_comissao,ausencia_justificada_comissao,ausencia_comissao,data_nascimento,total_gasto_parlamentar,total_gasto_gabinete,salario_bruto,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par,gasto_maio_par,gasto_junho_par,gasto_jul_par,gasto_agosto_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_maio_gab,gasto_junho_gab,gasto_jul_gab,gasto_agosto_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab
Kim Kataguiri,M,84 dias,4 dias,4 dias,62 reuniões,3 reuniões,12 reuniões,28/01/1996,"202.356,37","765.446,22","33.763,00",-,"9.310,42","32.389,53","36.648,40","35.453,98","30.223,62","22.699,49","16.601,85","3.139,41","0,00",-,-,-,"77.161,59","78.158,12","78.158,12","78.158,12","78.158,12","71.671,03","74.027,30","75.335,08","78.886,98","0,00",-
Juscelino Filho,M,85 dias,4 dias,3 dias,1 reuniões,0 reuniões,1 reuniões,06/11/1984,"391.234,28","1.109.745,44","33.763,00",-,"52.848,98","44.643,51","48.470,78","50.698,44","55.791,11","40.356,17","36.000,27","18.177,58","4.637,09",-,-,-,"110.507,02","111.186,79","110.332,30","111.532,15","110.764,64","111.228,88","111.228,88","111.228,88","111.228,88","51,91",-
Junior Lourenço,M,54 dias,12 dias,26 dias,0 reuniões,1 reuniões,20 reuniões,18/10/1978,"325.684,69","1.115.892,64","33.763,00",-,"43.757,09","56.694,99","44.333,41","32.636,52","47.598,39","27.942,49","30.668,11","18.920,47","11.252,15",-,-,-,"111.594,60","111.623,20","111.592,68","111.623,20","111.586,81","111.586,81","111.586,81","111.586,81","111.586,81","0,00",-
Laercio Oliveira,M,72 dias,14 dias,6 dias,16 reuniões,5 reuniões,7 reuniões,15/04/1959,"295.340,12","1.086.804,07","33.763,00",-,"31.888,12","37.935,34","37.808,58","49.827,18","37.653,44","39.566,37","25.894,47","5.389,55","8.778,18",-,-,-,"107.290,08","109.521,54","111.647,51","109.909,05","111.647,51","111.647,51","107.801,38","106.867,63","106.867,63","0,00",-
Léo Moraes,M,81 dias,8 dias,3 dias,61 reuniões,5 reuniões,1 reuniões,11/01/1984,"221.298,78","958.890,87","33.763,00",-,"17.561,59","41.858,77","46.876,47","39.472,79","27.265,70","10.199,77","4.604,15","1.514,89","18.486,41",-,-,-,"109.730,68","104.705,05","98.387,94","78.211,65","102.628,37","103.449,01","93.605,55","69.793,32","88.648,62","0,00",-
Leo de Brito,M,86 dias,4 dias,2 dias,36 reuniões,5 reuniões,9 reuniões,13/04/1979,"413.000,11","1.093.959,42","33.763,00",-,"69.430,57","43.427,25","56.266,09","44.023,23","40.451,85","28.627,98","32.993,68","24.136,85","7.953,55",-,-,-,"109.685,94","109.463,10","109.997,68","109.785,38","108.567,57","109.778,55","109.943,69","110.738,33","111.550,55","823,50",-
Lafayette de Andrada,M,87 dias,5 dias,0 dias,59 reuniões,0 reuniões,27 reuniões,17/10/1966,"376.915,21","1.104.641,38","33.763,00",-,"39.861,64","52.826,59","41.334,11","42.134,64","44.226,72","44.285,13","35.678,49","26.632,12","17.517,31",-,-,-,"111.544,46","111.544,46","111.263,26","111.544,46","110.390,91","109.863,03","108.952,78","109.202,03","108.791,53","3.166,73",-
Léo Motta,M,79 dias,5 dias,8 dias,12 reuniões,1 reuniões,20 reuniões,26/10/1973,"270.991,89","1.074.173,97","33.763,00",-,"33.415,26","37.481,58","40.691,83","36.954,21","31.408,70","21.963,05","10.012,55","6.213,10","20.620,89",-,-,-,"108.446,45","105.583,01","109.512,89","110.106,32","108.231,60","106.012,51","105.725,06","103.118,90","106.095,00","534,26",-
Leônidas Cristino,M,85 dias,7 dias,0 dias,48 reuniões,5 reuniões,18 reuniões,03/06/1957,"274.420,32","1.004.787,48","33.763,00",-,"34.350,83","36.617,13","36.516,96","40.189,49","25.613,05","35.368,62","14.652,50","7.798,15","10.416,12",-,-,-,"97.315,51","97.580,89","101.325,85","100.457,10","102.548,80","102.548,80","102.548,80","102.548,80","102.548,80","630,00",-
Leonardo Monteiro,M,90 dias,2 dias,0 dias,78 reuniões,2 reuniões,31 reuniões,09/10/1951,"370.539,54","1.115.073,98","33.763,00",-,"38.974,45","44.293,05","42.783,49","49.461,68","32.773,39","37.659,13","39.429,92","28.141,96","26.644,63",-,-,-,"111.461,68","111.544,44","111.544,44","111.544,44","111.549,09","111.399,39","111.591,36","111.580,80","111.580,80","89,96",-
Leur Lomanto Júnior,M,82 dias,6 dias,4 dias,29 reuniões,11 reuniões,43 reuniões,28/10/1976,"350.229,30","1.095.791,23","33.763,00",-,"39.689,23","42.708,93","47.331,80","44.491,12","40.167,99","35.099,32","30.877,77","25.534,48","13.973,40",-,-,-,"110.033,89","110.033,89","111.513,95","110.625,91","110.154,40","103.839,72","109.962,87","110.185,54","107.974,85","44,50",-
Loester Trutis,M,66 dias,1 dias,25 dias,8 reuniões,0 reuniões,0 reuniões,21/09/1982,"423.873,94","1.058.613,72","33.763,00",-,"55.278,77","68.803,71","24.009,95","41.378,22","28.151,93","27.178,56","45.367,11","40.789,46","41.485,31",-,-,-,"108.954,19","109.105,86","111.299,32","109.798,14","95.357,90","101.706,13","105.392,98","105.314,71","102.987,41","208,84",-
Lincoln Portela,M,86 dias,5 dias,1 dias,9 reuniões,0 reuniões,0 reuniões,03/11/1953,"301.526,94","1.095.515,61","33.763,00",-,"37.260,00","27.687,95","37.659,28","33.349,11","37.644,95","32.037,05","27.785,28","19.637,79","23.587,59",-,-,-,"111.204,76","111.204,76","105.937,25","110.871,12","106.809,84","108.941,95","109.398,07","109.763,49","110.179,61","0,00",-
Lourival Gomes,M,86 dias,3 dias,3 dias,14 reuniões,2 reuniões,5 reuniões,22/07/1955,"305.112,88","1.105.692,88","33.763,00",-,"25.717,22","37.716,76","74.614,42","46.990,20","33.015,39","23.533,31","15.875,95","17.628,00","15.501,99",-,-,-,"110.908,22","111.228,05","111.586,93","111.285,85","111.489,89","110.688,82","111.413,02","111.471,72","104.496,00","0,00",-
Lucas Gonzalez,M,88 dias,2 dias,2 dias,31 reuniões,1 reuniões,15 reuniões,21/12/1988,"134.290,69","677.075,08","33.763,00",-,"13.315,11","17.768,47","28.588,17","23.175,15","17.992,12","7.639,28","4.616,15","6.645,82","549,27",-,-,-,"62.951,08","63.166,33","71.384,50","67.438,96","74.468,04","66.881,33","62.426,29","60.148,68","79.772,15","0,00",-
Lucas Redecker,M,85 dias,4 dias,3 dias,49 reuniões,4 reuniões,2 reuniões,26/05/1981,"297.418,30","1.105.699,54","33.763,00",-,"19.763,29","37.306,39","50.732,70","48.214,90","27.914,60","43.469,68","18.833,03","14.310,90","17.733,59",-,-,-,"110.962,07","109.414,50","110.762,68","108.345,27","110.962,07","110.758,96","110.962,07","110.962,07","111.152,85","772,27",-
Lucas Vergilio,M,67 dias,25 dias,0 dias,19 reuniões,12 reuniões,58 reuniões,08/04/1987,"221.649,05","1.112.338,73","33.763,00",-,"18.432,79","22.998,58","26.003,40","21.079,17","20.905,29","18.201,85","23.018,52","21.902,15","26.626,80",-,-,-,"111.617,15","111.617,15","111.617,15","111.617,15","111.617,15","109.647,32","110.427,08","110.907,87","111.653,56","0,00",-
Luciano Bivar,M,51 dias,41 dias,0 dias,0 reuniões,0 reuniões,0 reuniões,29/11/1944,"181.122,12","996.599,97","33.763,00",-,"23.290,80","31.445,95","43.618,09","19.048,08","14.831,36","14.148,53","7.726,22","8.624,62","7,05",-,-,-,"93.911,18","93.911,18","95.106,71","88.454,35","98.832,14","103.178,96","109.418,54","111.356,48","111.356,48","0,00",-
Luis Tibé,M,65 dias,27 dias,0 dias,0 reuniões,0 reuniões,1 reuniões,23/07/1971,"206.108,29","976.602,45","33.763,00",-,"19.630,04","16.280,70","23.717,87","21.384,26","83.724,33","12.724,71","1.434,48","1.630,48","246,71",-,-,-,"107.579,52","107.414,98","102.578,95","106.200,45","103.260,32","87.097,78","88.793,47","86.249,93","84.639,17","954,31",-
Luiz Antônio Corrêa,M,92 dias,0 dias,0 dias,15 reuniões,2 reuniões,12 reuniões,27/12/1940,"331.524,33","1.109.289,06","33.763,00",-,"53.909,91","51.960,94","43.817,25","55.507,32","22.011,84","15.741,50","14.642,31","13.891,12","32.316,67",-,-,-,"111.465,47","110.744,43","111.157,09","111.390,88","111.068,18","108.984,95","110.976,29","111.271,35","110.764,95","965,21",-
Lucio Mosquini,M,65 dias,18 dias,9 dias,7 reuniões,10 reuniões,4 reuniões,23/07/1969,"314.351,91","1.055.029,87","33.763,00",-,"37.943,72","37.277,68","52.954,34","33.863,39","60.039,82","35.256,76","13.602,35","5.303,46","14.782,79",-,-,-,"103.573,81","104.259,44","105.078,15","105.167,90","105.577,36","103.610,02","109.603,64","107.559,68","107.026,06","512,74",-
Luis Miranda,M,91 dias,1 dias,0 dias,65 reuniões,0 reuniões,0 reuniões,27/03/1980,"193.112,43","1.082.807,76","33.763,00",-,"33.704,02","30.605,59","21.766,24","26.090,58","23.916,74","17.430,46","16.138,85","4.746,41","1.632,81",-,-,-,"108.384,08","109.890,74","110.052,17","110.052,17","108.853,56","107.084,79","108.333,76","106.788,74","106.788,74","337,20",-
Márcio Macêdo,M,52 dias,1 dias,1 dias,8 reuniões,2 reuniões,4 reuniões,18/09/1970,"164.177,85","511.532,31","33.763,00",-,-,-,"16.787,66","0,00","27.268,99","38.765,68","38.156,83","35.940,77","7.257,92",-,-,-,-,-,"46.665,52","0,00","53.660,67","87.537,03","101.530,81","110.745,63","111.392,65","0,00",-
Márcio Marinho,M,74 dias,11 dias,7 dias,21 reuniões,5 reuniões,6 reuniões,12/12/1970,"374.168,50","1.066.590,84","33.763,00",-,"24.612,71","87.100,11","42.787,11","35.803,17","34.980,07","29.850,24","23.287,44","12.853,57","54.226,75",-,-,-,"111.538,42","111.538,42","111.304,79","111.538,42","104.295,83","108.413,15","103.411,20","97.135,73","95.876,46","58,91",-
Marcon,M,82 dias,1 dias,9 dias,41 reuniões,5 reuniões,6 reuniões,21/09/1964,"358.429,31","1.111.935,23","33.763,00",-,"34.685,04","46.776,77","43.567,04","67.340,35","42.706,44","25.113,89","25.890,66","17.413,91","19.958,86",-,-,-,"110.974,31","110.974,31","111.019,51","110.974,31","111.334,03","110.348,97","111.528,69","111.623,40","111.623,40","1.170,83",-
Marcos Aurélio Sampaio,M,86 dias,3 dias,3 dias,3 reuniões,5 reuniões,45 reuniões,19/09/1991,"305.743,52","1.108.178,64","33.763,00",-,"45.797,72","35.296,78","43.605,72","47.661,27","29.896,24","19.412,64","13.864,08","13.561,10","19.248,24",-,-,-,"111.453,36","111.453,36","110.719,20","111.453,36","111.453,36","110.990,79","110.945,59","110.315,41","107.940,85","170,00",-
Marco Bertaiolli,M,88 dias,1 dias,3 dias,26 reuniões,0 reuniões,3 reuniões,30/04/1968,"206.196,99","1.010.254,20","33.763,00",-,"30.235,56","22.907,70","40.248,99","47.414,10","17.222,16","7.514,38","7.024,35","3.337,00","2.163,89",-,-,-,"107.457,85","110.229,17","106.721,56","106.982,17","95.359,26","95.003,00","95.003,00","95.003,00","94.241,84","0,00",-
Marlon Santos,M,63 dias,9 dias,20 dias,7 reuniões,4 reuniões,3 reuniões,25/09/1975,"332.608,80","1.105.751,44","33.763,00",-,"19.158,58","27.520,14","59.334,20","82.930,62","35.941,42","30.893,15","15.236,67","14.231,43","21.646,27",-,-,-,"111.502,04","111.502,04","111.502,04","111.502,04","109.087,84","111.502,04","111.502,04","111.502,04","104.960,35","1.249,70",-
Mário Heringer,M,78 dias,3 dias,11 dias,38 reuniões,2 reuniões,22 reuniões,30/09/1954,"274.347,68","1.106.478,37","33.763,00",-,"30.872,80","52.890,28","33.664,82","44.007,32","25.044,69","27.897,92","11.606,96","7.490,70","5.000,00",-,-,-,"108.960,32","110.437,25","110.648,37","111.355,11","110.896,10","110.606,09","111.538,27","111.538,27","111.538,27","94,72",-
Marcos Pereira,M,79 dias,13 dias,0 dias,32 reuniões,6 reuniões,2 reuniões,04/04/1972,"171.024,01","1.111.467,68","33.763,00",-,"21.288,53","42.830,84","31.532,05","19.781,81","17.820,20","2.744,05","883,19","735,01","149,50",-,-,-,"111.386,70","111.386,70","111.386,70","111.386,70","111.180,66","109.193,42","111.386,70","111.386,70","111.386,70","258,80",-
Mário Negromonte Jr.,M,71 dias,19 dias,2 dias,7 reuniões,8 reuniões,7 reuniões,31/08/1980,"283.467,05","1.116.475,54","33.763,00",-,"33.065,98","33.489,75","54.891,47","58.105,20","26.596,75","27.166,91","10.040,39","1.001,41","12.723,00",-,-,-,"111.647,56","111.647,56","111.647,55","111.647,56","111.647,55","111.647,55","111.647,55","111.647,55","111.647,55","0,00",-
Marreca Filho,M,76 dias,12 dias,4 dias,17 reuniões,13 reuniões,16 reuniões,25/04/1992,"418.146,78","1.112.762,55","33.763,00",-,"51.161,51","54.284,92","43.394,41","48.630,65","32.253,04","34.492,26","31.643,88","27.540,63","40.896,06",-,-,-,"110.907,07","111.283,58","111.283,58","111.283,58","111.283,58","111.283,58","111.283,58","111.283,58","111.283,58","1.146,88",-
Marx Beltrão,M,83 dias,6 dias,3 dias,32 reuniões,4 reuniões,24 reuniões,28/11/1979,"277.419,97","1.105.015,07","33.763,00",-,"60.863,33","59.802,08","24.587,92","39.037,85","13.236,05","13.919,02","2.757,69","198,65","19.069,99",-,-,-,"105.630,21","108.240,46","111.417,01","111.402,45","111.417,01","111.417,01","111.387,27","111.301,75","111.301,75","0,00",-
Maurício Dziedricki,M,90 dias,1 dias,1 dias,11 reuniões,8 reuniões,20 reuniões,26/07/1979,"378.904,42","1.094.729,05","33.763,00",-,"41.243,96","59.588,36","61.628,19","44.634,78","34.814,58","28.693,50","28.155,60","27.746,72","23.740,77",-,-,-,"111.611,06","111.268,24","109.535,38","110.282,65","108.881,43","102.269,49","108.505,54","111.074,03","110.218,46","100,00",-
Mauro Lopes,M,84 dias,0 dias,8 dias,20 reuniões,0 reuniões,24 reuniões,24/05/1936,"327.838,68","1.090.963,84","33.763,00",-,"42.786,99","43.725,40","51.164,98","42.443,21","31.636,03","29.963,37","26.198,94","19.363,50","11.345,27",-,-,-,"111.241,16","111.038,05","111.241,16","110.514,27","111.241,16","111.241,16","104.860,70","98.879,02","109.466,00","0,00",-
Mauro Benevides Filho,M,88 dias,4 dias,0 dias,28 reuniões,1 reuniões,0 reuniões,09/03/1959,"250.985,52","1.007.041,50","33.763,00",-,"18.098,14","36.566,13","32.089,23","44.445,37","29.659,65","21.607,31","13.765,35","7.891,60","25.733,61",-,-,-,"99.891,99","102.672,10","105.278,45","105.278,45","105.278,45","103.707,60","97.162,37","97.162,37","97.162,37","0,00",-
Miguel Lombardi,M,92 dias,0 dias,0 dias,58 reuniões,0 reuniões,13 reuniões,29/01/1964,"217.790,83","1.101.861,13","33.763,00",-,"20.198,21","30.632,06","45.564,65","38.065,72","12.768,86","16.882,42","10.720,35","11.587,90","7.771,10",-,-,-,"110.027,91","108.913,76","108.742,35","108.699,50","110.027,91","110.185,82","111.659,62","111.659,62","111.659,62","2.070,50",-
Merlong Solano,M,83 dias,8 dias,1 dias,49 reuniões,5 reuniões,14 reuniões,17/09/1958,"320.190,30","1.101.261,93","33.763,00",-,"34.007,17","65.910,85","44.576,54","49.741,86","33.550,37","18.790,80","882,39","2.003,60","36.053,54",-,-,-,"111.514,07","109.889,21","108.365,90","108.365,90","108.365,90","111.006,30","111.514,07","109.968,51","110.758,00","2.138,32",-
Mauro Nazif,M,91 dias,0 dias,1 dias,36 reuniões,0 reuniões,25 reuniões,30/01/1959,"100.784,53","1.108.083,45","33.763,00",-,"3.815,58","13.417,43","26.117,27","17.031,41","21.453,99","8.734,30","4.519,14","1,25","1.437,89",-,-,-,"110.974,34","110.974,34","110.974,34","110.974,34","110.869,40","110.263,46","110.130,21","110.974,34","110.974,34","21,02",-
Milton Coelho,M,73 dias,7 dias,12 dias,13 reuniões,3 reuniões,10 reuniões,21/12/1964,"406.028,75","1.042.259,69","33.763,00",-,"54.381,30","41.283,16","69.046,75","61.001,85","36.898,77","32.238,51","31.948,13","25.293,35","11.642,39",-,-,-,"99.358,12","99.358,12","106.925,15","99.628,66","98.996,63","107.236,13","110.253,98","110.995,68","111.066,80","921,71",-
Neri Geller,M,60 dias,14 dias,18 dias,25 reuniões,7 reuniões,18 reuniões,07/11/1968,"322.194,69","1.109.132,74","33.763,00",-,"29.783,49","39.536,45","45.632,52","41.096,72","37.712,93","29.857,26","35.665,64","22.036,30","14.232,16",-,-,-,"111.647,55","111.647,55","111.647,55","111.647,55","111.647,55","111.647,55","105.317,58","111.647,55","110.634,76","625,16",-
Misael Varella,M,72 dias,16 dias,4 dias,2 reuniões,2 reuniões,9 reuniões,27/11/1959,"294.347,22","1.113.759,47","33.763,00",-,"28.772,67","39.473,99","55.694,58","36.515,71","22.863,70","26.098,84","7.892,07","4.772,84","31.712,17",-,-,-,"111.538,32","111.538,32","111.538,32","111.538,32","111.538,32","111.538,32","111.538,32","111.463,71","109.877,65","0,00",-
Milton Vieira,M,76 dias,9 dias,7 dias,20 reuniões,5 reuniões,10 reuniões,16/09/1962,"284.680,47","1.094.408,85","33.763,00",-,"24.431,95","43.074,46","43.685,44","32.806,86","26.364,39","34.727,21","27.787,62","22.992,52","13.705,26",-,-,-,"109.457,78","106.894,46","106.497,63","106.497,63","109.984,28","110.730,78","111.653,57","111.653,57","111.581,37","0,00",-
Nelson Barbudo,M,79 dias,9 dias,4 dias,20 reuniões,0 reuniões,0 reuniões,14/02/1960,"322.542,80","980.718,00","33.763,00",-,"56.554,42","57.033,13","58.746,46","51.660,97","6.365,91","10.378,00","3.887,61","6.650,92","19.712,60",-,-,-,"110.616,22","110.616,22","110.616,22","110.616,22","110.616,22","102.405,85","66.158,10","63.594,02","84.862,71","0,00",-
Nereu Crispim,M,76 dias,15 dias,1 dias,36 reuniões,16 reuniões,14 reuniões,21/07/1963,"417.797,69","1.097.932,79","33.763,00",-,"67.730,02","46.926,51","35.764,37","36.681,89","43.612,55","21.861,94","16.947,45","12.156,21","82.241,98",-,-,-,"110.197,30","111.617,15","111.444,57","111.498,26","109.844,51","108.850,50","107.832,63","108.701,27","108.613,75","982,00",-
Newton Cardoso Jr,M,85 dias,1 dias,6 dias,25 reuniões,1 reuniões,12 reuniões,11/11/1979,"282.029,02","1.098.429,50","33.763,00",-,"58.116,52","45.506,36","33.316,42","30.662,50","24.375,56","21.306,96","5.675,41","213,73","73,61",-,-,-,"110.209,90","111.152,64","110.209,90","110.209,90","110.104,96","108.206,02","109.148,38","109.148,38","108.993,02","0,00",-
Neucimar Fraga,M,87 dias,1 dias,4 dias,68 reuniões,0 reuniões,7 reuniões,26/06/1966,"349.436,13","1.098.923,43","33.763,00",-,"33.612,52","49.129,99","67.613,75","55.029,76","35.393,03","21.575,54","12.366,55","10.463,83","28.539,40",-,-,-,"111.040,46","111.107,83","109.270,87","111.107,83","107.980,30","110.501,19","110.501,19","107.478,78","108.566,32","1.165,95",-
Ney Leprevost,M,58 dias,6 dias,2 dias,51 reuniões,4 reuniões,0 reuniões,26/10/1973,"250.300,45","730.472,10","33.763,00",-,-,-,"32.989,51","28.018,44","37.760,39","35.739,57","26.480,21","19.925,20","69.342,63",-,-,-,"0,00","0,00","102.555,61","76.475,21","109.080,88","109.944,25","111.055,51","110.166,27","111.194,37","44,50",-
Nilto Tatto,M,87 dias,4 dias,1 dias,28 reuniões,4 reuniões,17 reuniões,31/07/1963,"328.669,61","1.114.366,15","33.763,00",-,"30.106,02","49.511,22","65.168,75","34.833,12","26.285,28","25.096,49","26.593,94","14.143,77","32.652,90",-,-,-,"111.304,77","111.477,66","111.477,66","111.477,66","111.477,66","111.477,66","111.477,66","111.477,66","111.477,66","2.507,01",-
Odair Cunha,M,82 dias,7 dias,3 dias,10 reuniões,0 reuniões,5 reuniões,18/06/1976,"304.994,45","1.102.598,87","33.763,00",-,"34.653,62","37.546,58","34.172,80","42.542,21","29.794,44","18.443,73","32.816,78","7.463,12","11.963,31",-,-,-,"110.852,83","110.852,83","111.168,04","109.882,90","110.621,09","105.404,52","110.351,88","111.192,48","111.192,48","251,24",-
Nilson Pinto,M,77 dias,0 dias,15 dias,26 reuniões,0 reuniões,39 reuniões,25/03/1952,"340.162,81","1.102.101,46","33.763,00",-,"46.872,66","56.655,20","35.301,13","37.457,02","36.143,13","32.546,53","26.440,59","14.982,99","13.649,53",-,-,-,"111.368,62","111.368,62","109.771,77","109.207,75","111.671,95","111.671,95","110.439,24","109.852,23","105.380,71","449,99",-
Nicoletti,M,75 dias,1 dias,16 dias,59 reuniões,0 reuniões,31 reuniões,21/07/1981,"369.112,29","1.041.585,95","33.763,00",-,"67.484,95","68.546,23","44.145,52","46.662,93","29.902,09","21.903,43","14.408,35","16.165,84","21.876,23",-,-,-,"104.753,67","100.268,19","102.051,33","104.648,11","104.582,59","104.199,41","104.950,39","104.708,15","104.708,15","0,00",-
Onyx Lorenzoni,M,54 dias,0 dias,15 dias,11 reuniões,0 reuniões,15 reuniões,03/10/1954,"136.189,28","643.704,98","33.763,00",-,-,"2.593,42","26.612,67","28.196,18","21.776,63","21.981,35","21.195,51","7.719,73","5.461,10",-,-,-,"0,00","1.497,48","107.801,60","80.959,97","110.926,90","98.786,99","82.200,32","78.655,54","82.876,18","652,69",-
Nivaldo Albuquerque,M,67 dias,10 dias,15 dias,3 reuniões,5 reuniões,19 reuniões,07/01/1988,"389.428,26","1.108.543,32","33.763,00",-,"32.527,80","36.723,40","45.988,02","44.128,80","40.122,75","36.721,32","36.428,86","25.644,56","40.000,00",-,-,-,"110.816,48","110.816,48","110.816,48","110.816,48","110.835,89","111.538,32","111.538,32","111.538,32","109.870,03","0,00",-
Olival Marques,M,81 dias,6 dias,5 dias,14 reuniões,1 reuniões,21 reuniões,09/01/1982,"348.705,13","1.111.361,39","33.763,00",-,"46.736,63","44.780,36","46.335,41","30.622,11","33.972,17","36.328,22","102,58","52,03","44.758,25",-,-,-,"111.623,31","109.592,61","111.649,12","111.004,98","111.623,31","111.623,31","111.623,31","111.623,31","109.374,82","48,23",-
Osmar Serraglio,M,90 dias,2 dias,0 dias,18 reuniões,1 reuniões,5 reuniões,23/05/1948,"320.921,03","1.078.596,19","33.763,00",-,"29.207,40","26.130,41","44.531,69","20.067,80","51.037,47","44.790,12","55.420,83","11.583,44","17.433,34",-,-,-,"102.045,23","102.373,18","107.128,41","107.128,41","111.455,77","111.604,99","111.604,99","111.604,99","111.604,99","1.640,83",-
Osires Damaso,M,53 dias,0 dias,7 dias,28 reuniões,3 reuniões,14 reuniões,16/04/1963,"255.990,91","1.079.907,46","33.763,00",-,"40.910,15","58.301,89","21.231,60","73.416,69","1.370,50",-,-,-,"28.120,28",-,-,-,"111.361,15","110.459,82","108.465,34","110.403,44","105.166,62","104.902,35","104.902,35","106.842,20","107.140,64","1.231,37",-
Osmar Terra,M,78 dias,13 dias,1 dias,51 reuniões,19 reuniões,1 reuniões,18/02/1950,"350.612,89","1.112.941,73","33.763,00",-,"46.176,89","34.640,39","53.227,35","49.625,96","32.297,67","47.515,44","36.597,23","7.122,49","9.713,41",-,-,-,"111.653,70","111.653,70","111.653,70","111.653,70","111.406,01","110.461,51","111.544,56","111.544,56","111.544,56","298,21",-
Orlando Silva,M,86 dias,6 dias,0 dias,55 reuniões,2 reuniões,29 reuniões,27/05/1971,"347.684,93","1.111.690,71","33.763,00",-,"50.115,29","48.011,52","35.143,24","36.761,90","42.254,79","31.343,85","29.333,12","17.559,57","22.948,20",-,-,-,"111.617,03","111.617,03","111.617,03","111.617,03","110.482,75","110.592,71","110.092,96","111.501,80","110.935,34","135,00",-
Otoni de Paula,M,84 dias,4 dias,4 dias,22 reuniões,5 reuniões,10 reuniões,22/11/1976,"311.152,22","1.094.715,33","33.763,00",-,"38.621,21","33.877,22","34.241,98","38.157,30","39.525,24","32.193,49","28.983,36","14.438,89","21.861,99",-,-,-,"111.344,26","103.979,14","108.218,25","109.309,25","109.698,65","110.326,95","111.397,23","108.096,55","111.000,79","0,00",-
Ottaci Nascimento,M,74 dias,4 dias,14 dias,9 reuniões,3 reuniões,36 reuniões,18/08/1977,"368.718,02","1.060.727,53","33.763,00",-,"49.392,31","48.210,97","71.884,29","34.983,27","52.613,86","34.187,15","24.172,09","19.176,44","0,00",-,-,-,"110.634,47","111.461,19","105.399,95","104.089,69","109.079,92","98.027,86","102.477,45","105.600,39","103.322,14","0,00",-
Otto Alencar Filho,M,85 dias,7 dias,0 dias,38 reuniões,3 reuniões,5 reuniões,07/07/1977,"309.949,51","1.110.778,20","33.763,00",-,"32.661,13","41.179,54","40.153,83","35.834,47","38.194,37","35.104,11","26.903,72","27.484,62","3.963,73",-,-,-,"111.077,82","111.077,82","111.077,82","111.077,82","111.077,82","111.077,82","111.077,82","111.077,82","111.077,82","278,68",-
Ossesio Silva,M,91 dias,0 dias,1 dias,40 reuniões,0 reuniões,23 reuniões,09/12/1954,"326.705,74","1.048.780,85","33.763,00",-,"32.967,51","44.885,09","42.878,97","44.251,03","36.165,64","32.571,00","36.167,25","16.417,17","15.511,06",-,-,-,"100.049,61","100.049,61","107.399,42","101.155,61","109.451,62","109.451,62","109.451,62","109.451,62","107.193,99","2.034,94",-
Luiz Lima,M,92 dias,0 dias,0 dias,58 reuniões,0 reuniões,1 reuniões,10/12/1977,"262.469,14","1.104.744,46","33.763,00",-,"29.475,83","44.044,70","37.791,57","36.275,81","25.474,97","22.228,02","13.587,63","12.264,36","9.922,52",-,-,-,"109.394,70","110.910,09","111.665,82","111.665,82","111.665,82","111.338,69","111.132,04","111.132,04","104.252,59","0,00",-
Luiz Carlos,M,54 dias,6 dias,8 dias,22 reuniões,7 reuniões,29 reuniões,16/08/1979,"313.123,72","768.663,19","33.763,00",-,-,-,"45.102,92","60.278,28","59.103,24","25.424,98","22.413,28","4.801,02","96.000,00",-,-,-,"0,00","0,00","111.544,01","99.490,98","111.370,30","111.559,83","111.589,20","111.555,30","111.553,57","0,00",-
Luiz Philippe de Orleans e Bragança,M,83 dias,0 dias,9 dias,26 reuniões,0 reuniões,7 reuniões,03/04/1969,"223.660,21","836.796,44","33.763,00",-,"41.336,91","21.511,75","47.173,05","44.161,20","7.449,77","24.167,48","10.538,27","769,81","7.317,81",-,-,-,"80.014,24","78.351,82","88.736,90","77.614,00","88.736,90","87.317,09","86.046,97","84.982,14","84.982,14","0,00",-
Luiz Carlos Motta,M,84 dias,0 dias,8 dias,25 reuniões,0 reuniões,25 reuniões,24/04/1959,"198.130,09","1.105.537,79","33.763,00",-,"18.661,32","24.345,26","56.728,50","27.399,17","17.013,50","17.082,53","5.413,05","9.042,24","8.142,09",-,-,-,"111.398,85","111.398,85","111.398,85","111.398,85","111.354,57","110.070,44","110.070,44","110.070,44","106.977,65","260,29",-
Luiz Nishimori,M,70 dias,19 dias,3 dias,19 reuniões,6 reuniões,7 reuniões,09/04/1949,"330.074,38","1.109.933,29","33.763,00",-,"40.716,70","40.962,20","35.368,39","48.292,97","19.045,34","23.509,88","23.445,46","13.016,89","59.053,89",-,-,-,"107.428,89","110.412,97","111.629,27","111.629,27","111.629,27","111.629,27","111.586,42","111.629,27","111.629,27","0,00",-
